date,price,month,temp_avg,temp_min,temp_max,rain_sum,humid_avg,sunshine_sum,temp_diff,oil_diesel,oil_kerosene,cpi_total,cpi_veg_seaweed,cpi_veg_special,cpi_agri_special,gov_bond_1y,gov_bond_3y,epu,old_m2_raw,old_m2_sa,m2_sa,m2_raw
2015-12-19,3895.528455284553,12,3.35,-4.3,11.3,0.0,80.8,8.6,15.6,661.14,651.22,95.16406451612905,83.78135483870967,83.61861290322581,82.93890322580646,1.620666666666667,1.681333333333333,85.51677419354839,2244238.316129032,2246881.367741935,2092461.551612903,2085238.077419355
2015-12-20,3893.008130081301,12,4.5,-2.6,8.6,3.65,87.69999999999999,0.0,11.2,659.32,649.16,95.16929032258064,83.96409677419355,83.82125806451613,83.01406451612903,1.616333333333333,1.669666666666667,85.71548387096773,2244499.706451613,2247322.187096774,2093201.280645161,2085556.270967742
2015-12-21,3890.487804878049,12,6.35,-1.2,11.6,3.05,87.75,3.8,12.8,659.81,648.45,95.17451612903226,84.14683870967743,84.02390322580645,83.08922580645161,1.612,1.658,85.91419354838709,2244761.096774193,2247763.006451613,2093941.009677419,2085874.464516129
2015-12-22,3890.487804878049,12,6.300000000000001,-3.5,13.2,0.25,81.94999999999999,7.55,16.7,656.62,647.09,95.17974193548388,84.32958064516129,84.22654838709677,83.16438709677419,1.621,1.672,86.11290322580645,2245022.487096774,2248203.825806451,2094680.738709677,2086192.658064516
2015-12-23,3890.487804878049,12,7.75,4.2,9.9,6.1,91.8,0.0,5.7,654.54,645.71,95.18496774193548,84.51232258064516,84.4291935483871,83.23954838709678,1.623,1.668,86.31161290322581,2245283.877419355,2248644.64516129,2095420.467741935,2086510.851612903
2015-12-24,3978.75,12,5.4,0.7,9.0,0.0,76.7,5.7,8.3,651.32,642.67,95.1901935483871,84.69506451612904,84.63183870967742,83.31470967741936,1.629,1.662,86.51032258064515,2245545.267741935,2249085.464516129,2096160.196774193,2086829.04516129
2015-12-25,3976.125,12,3.25,-3.7,7.0,0.0,63.7,9.0,10.7,648.08,640.88,95.1954193548387,84.8778064516129,84.83448387096774,83.38987096774193,1.62975,1.66575,86.70903225806451,2245806.658064516,2249526.283870968,2096899.925806451,2087147.238709677
2015-12-26,3973.5,12,5.5,-3.1,11.6,0.0,78.3,5.75,14.7,647.46,639.13,95.20064516129032,85.06054838709677,85.03712903225806,83.46503225806451,1.6305,1.6695,86.90774193548387,2246068.048387097,2249967.103225807,2097639.65483871,2087465.432258064
2015-12-27,3970.875,12,2.0,-0.7,5.5,0.0,65.0,8.600000000000001,6.2,645.45,639.44,95.20587096774192,85.24329032258065,85.23977419354839,83.5401935483871,1.63125,1.67325,87.10645161290321,2246329.438709677,2250407.922580645,2098379.383870968,2087783.625806452
2015-12-28,3968.25,12,0.6,-2.9,3.8,0.0,73.0,2.1,6.699999999999999,645.64,638.19,95.21109677419356,85.42603225806451,85.4424193548387,83.61535483870968,1.632,1.677,87.30516129032257,2246590.829032258,2250848.741935484,2099119.112903226,2088101.819354839
2015-12-29,3833.25,12,0.8,-5.7,7.0,0.0,74.9,7.7,12.7,645.25,636.56,95.21632258064515,85.60877419354838,85.64506451612904,83.69051612903226,1.627,1.655,87.50387096774193,2246852.219354839,2251289.561290323,2099858.841935484,2088420.012903226
2015-12-30,3833.25,12,3.05,-6.3,9.1,0.15,73.25,5.85,15.4,644.34,634.9,95.22154838709676,85.79151612903226,85.84770967741936,83.76567741935483,1.629,1.662,87.70258064516129,2247113.60967742,2251730.380645161,2100598.570967742,2088738.206451613
2015-12-31,3868.5,12,3.9,-3.3,7.4,3.2,82.15,4.800000000000001,10.7,642.71,632.88,95.22677419354838,85.97425806451612,86.05035483870968,83.84083870967741,1.629,1.662,87.90129032258064,2247375.0,2252171.2,2101338.3,2089056.4
2016-01-01,3855.25,1,2.9,-5.7,8.6,0.0,77.94999999999999,6.7,14.3,641.49,631.42,95.232,86.157,86.253,83.916,1.623,1.655,88.1,2248155.712903226,2252642.496774194,2101491.406451613,2089787.9
2016-01-02,3842.0,1,6.25,-1.8,13.7,0.0,84.05,1.55,15.5,641.48,631.45,95.2451612903226,86.52525806451612,86.65906451612904,84.1233870967742,1.617,1.648,87.96903225806452,2248936.425806452,2253113.793548387,2101644.512903226,2090519.4
2016-01-03,3828.75,1,6.800000000000001,-0.9,13.8,0.0,86.19999999999999,7.1,14.7,641.28,630.36,95.25832258064516,86.89351612903225,87.06512903225807,84.33077419354838,1.611,1.641,87.83806451612902,2249717.138709677,2253585.090322581,2101797.619354839,2091250.9
2016-01-04,3815.5,1,6.05,-1.0,11.0,0.0,77.1,7.7,12.0,640.14,630.25,95.27148387096774,87.26177419354838,87.47119354838709,84.53816129032258,1.605,1.634,87.70709677419354,2250497.851612903,2254056.387096774,2101950.725806451,2091982.4
2016-01-05,3819.5,1,1.7999999999999998,-3.0,5.5,1.2000000000000002,58.85,1.1,8.5,638.61,628.57,95.28464516129031,87.63003225806452,87.87725806451613,84.74554838709678,1.602,1.643,87.57612903225807,2251278.564516129,2254527.683870968,2102103.832258064,2092713.9
2016-01-06,3827.75,1,2.8,-2.8,7.0,0.0,62.75,6.4,9.8,636.44,627.84,95.2978064516129,87.99829032258064,88.28332258064516,84.95293548387096,1.601,1.639,87.44516129032257,2252059.277419355,2254998.980645162,2102256.938709677,2093445.4
2016-01-07,3847.073170731708,1,2.85,0.5,5.8,0.0,71.6,0.55,5.3,634.22,624.16,95.31096774193549,88.36654838709677,88.6893870967742,85.16032258064516,1.598,1.639,87.3141935483871,2252839.990322581,2255470.277419355,2102410.04516129,2094176.9
2016-01-08,4023.90243902439,1,2.3,-0.7,5.7,0.05,72.69999999999999,4.0,6.4,604.53,606.06,95.32412903225809,88.7348064516129,89.09545161290322,85.36770967741936,1.608,1.665,87.18322580645162,2253620.703225806,2255941.574193548,2102563.151612903,2094908.4
2016-01-09,4033.008130081301,1,1.95,-4.9,6.6,0.0,69.6,4.6,11.5,607.39,604.69,95.33729032258064,89.10306451612902,89.50151612903225,85.57509677419354,1.602,1.655,87.05225806451612,2254401.416129032,2256412.870967742,2102716.258064516,2095639.9
2016-01-10,4042.1138211382113,1,2.7,-4.2,8.6,0.0,69.1,7.5,12.8,610.37,606.05,95.35045161290324,89.47132258064515,89.90758064516129,85.78248387096774,1.596,1.645,86.92129032258065,2255182.129032258,2256884.167741936,2102869.364516129,2096371.4
2016-01-11,4051.219512195122,1,1.6,-2.0,5.2,0.0,58.95,5.85,7.2,611.98,606.31,95.3636129032258,89.83958064516129,90.31364516129032,85.98987096774194,1.59,1.635,86.79032258064515,2255962.841935484,2257355.464516129,2103022.470967742,2097102.9
2016-01-12,4067.560975609756,1,0.5,-4.1,4.9,0.0,64.65,7.35,9.0,609.73,606.32,95.3767741935484,90.20783870967742,90.71970967741936,86.19725806451612,1.588,1.638,86.65935483870967,2256743.55483871,2257826.761290323,2103175.577419355,2097834.4
2016-01-13,4075.853658536585,1,1.0,-2.0,2.8,0.4,69.15,3.8,4.8,608.2,604.82,95.38993548387096,90.57609677419354,91.12577419354838,86.40464516129032,1.587,1.633,86.5283870967742,2257524.267741935,2258298.058064516,2103328.683870967,2098565.9
2016-01-14,4252.051282051282,1,1.5,-6.2,5.8,0.0,63.45,7.25,12.0,606.59,604.99,95.40309677419354,90.94435483870969,91.53183870967742,86.61203225806452,1.59,1.648,86.3974193548387,2258304.980645161,2258769.35483871,2103481.79032258,2099297.4
2016-01-15,4255.897435897436,1,1.85,-6.7,8.9,0.0,70.0,7.300000000000001,15.6,605.01,600.94,95.41625806451611,91.3126129032258,91.93790322580644,86.81941935483871,1.591,1.648,86.26645161290323,2259085.693548387,2259240.651612903,2103634.896774193,2100028.9
2016-01-16,4259.230769230769,1,3.55,-5.2,9.8,0.0,65.4,7.15,15.0,602.23,598.62,95.42941935483871,91.68087096774192,92.34396774193549,87.0268064516129,1.591,1.647333333333333,86.13548387096775,2259866.406451613,2259711.948387097,2103788.003225807,2100760.4
2016-01-17,4262.564102564103,1,4.15,-1.3,8.2,9.4,78.0,0.0,9.5,599.25,597.81,95.44258064516129,92.04912903225808,92.75003225806452,87.2341935483871,1.591,1.646666666666667,86.00451612903225,2260647.119354839,2260183.24516129,2103941.10967742,2101491.9
2016-01-18,4265.897435897436,1,-0.4,-3.9,3.8,1.55,80.6,2.5,7.699999999999999,599.64,597.24,95.45574193548389,92.4173870967742,93.15609677419354,87.4415806451613,1.591,1.646,85.87354838709678,2261427.832258065,2260654.541935484,2104094.216129032,2102223.4
2016-01-19,4265.897435897436,1,-3.35,-5.3,-1.0,4.0,78.15,3.95,4.3,597.75,592.12,95.46890322580646,92.78564516129032,93.56216129032258,87.64896774193548,1.59,1.644,85.7425806451613,2262208.545161291,2261125.838709678,2104247.322580645,2102954.9
2016-01-20,4270.25641025641,1,-2.6,-4.5,0.9,0.0,74.15,6.4,5.4,594.34,590.21,95.48206451612904,93.15390322580645,93.9682258064516,87.85635483870968,1.578,1.617,85.6116129032258,2262989.258064516,2261597.135483871,2104400.429032258,2103686.4
2016-01-21,4089.5,1,-2.25,-4.8,1.0,0.0,72.0,1.6,5.8,591.7,587.37,95.4952258064516,93.52216129032256,94.37429032258063,88.06374193548388,1.577,1.611,85.48064516129033,2263769.970967742,2262068.432258064,2104553.535483871,2104417.9
2016-01-22,4077.0,1,-1.9,-4.3,2.1,0.0,56.5,7.15,6.4,589.42,584.72,95.5083870967742,93.8904193548387,94.78035483870968,88.27112903225806,1.582,1.621,85.34967741935485,2264550.683870968,2262539.729032258,2104706.641935484,2105149.4
2016-01-23,4062.3333333333335,1,-5.5,-8.5,-2.1,7.050000000000001,78.25,1.9,6.4,585.34,580.81,95.52154838709676,94.25867741935484,95.1864193548387,88.47851612903226,1.581666666666667,1.621,85.21870967741935,2265331.396774194,2263011.025806452,2104859.748387097,2105880.9
2016-01-24,4047.6666666666665,1,-6.9,-9.8,-3.4,7.550000000000001,82.1,1.2,6.4,583.59,579.61,95.53470967741936,94.62693548387097,95.59248387096774,88.68590322580646,1.581333333333333,1.621,85.08774193548388,2266112.10967742,2263482.322580645,2105012.85483871,2106612.4
2016-01-25,4033.0,1,-2.9,-5.8,-0.1,5.3500000000000005,86.0,2.6500000000000004,5.7,582.12,578.36,95.54787096774191,94.99519354838708,95.99854838709678,88.89329032258064,1.581,1.621,84.95677419354838,2266892.822580645,2263953.619354839,2105165.961290323,2107343.9
