구분,자동차용경유,실내등유
2020년08월25일,654.94,645.95
2020년08월26일,655.39,647.01
2020년08월27일,655.51,647.45
2020년08월28일,655.13,647.41
2020년08월29일,655.01,646.57
2020년08월30일,655.10,646.95
2020년08월31일,655.05,646.49
2020년09월01일,654.70,646.70
2020년09월02일,655.00,646.20
2020년09월03일,654.98,645.41
2020년09월04일,654.95,644.65
2020년09월05일,655.27,644.42
2020년09월06일,655.88,643.39
2020년09월07일,655.74,643.27
2020년09월08일,655.81,643.02
2020년09월09일,655.40,643.10
2020년09월10일,655.48,643.70
2020년09월11일,655.39,642.86
2020년09월12일,654.93,643.40
2020년09월13일,655.10,643.41
2020년09월14일,654.78,642.76
2020년09월15일,654.85,643.08
2020년09월16일,654.15,642.90
2020년09월17일,653.89,643.32
2020년09월18일,653.15,643.08
2020년09월19일,652.55,642.82
2020년09월20일,652.29,642.31
2020년09월21일,651.22,642.03
2020년09월22일,650.26,642.42
2020년09월23일,649.45,642.25
2020년09월24일,649.02,642.98
2020년09월25일,648.64,642.38
2020년09월26일,648.49,641.97
2020년09월27일,648.03,641.62
2020년09월28일,648.32,641.10
2020년09월29일,647.71,641.70
2020년09월30일,646.92,641.50
2020년10월01일,646.77,641.42
2020년10월02일,646.64,640.49
2020년10월03일,645.93,640.46
2020년10월04일,645.61,639.64
2020년10월05일,645.58,638.96
2020년10월06일,645.01,639.26
2020년10월07일,645.21,640.31
2020년10월08일,644.57,641.32
2020년10월09일,643.66,639.74
2020년10월10일,643.54,639.39
2020년10월11일,643.61,638.99
2020년10월12일,643.69,639.17
2020년10월13일,643.32,639.66
2020년10월14일,642.67,639.01
2020년10월15일,642.54,639.19
2020년10월16일,641.80,639.20
2020년10월17일,641.22,639.07
2020년10월18일,641.05,638.82
2020년10월19일,640.86,638.28
2020년10월20일,640.38,637.96
2020년10월21일,639.64,638.19
2020년10월22일,639.02,638.08
2020년10월23일,639.21,636.78
2020년10월24일,638.55,636.38
2020년10월25일,638.22,635.53
2020년10월26일,637.63,634.85
2020년10월27일,637.09,634.81
2020년10월28일,636.49,634.47
2020년10월29일,636.38,633.99
2020년10월30일,635.74,633.70
2020년10월31일,635.02,632.91
2020년11월01일,635.48,632.62
2020년11월02일,634.99,632.02
2020년11월03일,634.57,631.48
2020년11월04일,633.86,631.10
2020년11월05일,633.33,630.64
2020년11월06일,632.99,629.40
2020년11월07일,632.71,629.95
2020년11월08일,632.32,629.75
2020년11월09일,631.35,629.19
2020년11월10일,630.56,628.13
2020년11월11일,629.90,627.73
2020년11월12일,629.63,627.61
2020년11월13일,629.46,626.47
2020년11월14일,629.39,625.78
2020년11월15일,629.17,625.10
2020년11월16일,628.62,624.36
2020년11월17일,628.34,623.74
2020년11월18일,627.69,623.52
2020년11월19일,627.71,623.62
2020년11월20일,627.27,623.07
2020년11월21일,626.85,622.50
2020년11월22일,626.56,622.23
2020년11월23일,626.17,621.31
2020년11월24일,625.77,620.95
2020년11월25일,625.57,621.63
2020년11월26일,625.90,622.19
2020년11월27일,626.08,622.65
2020년11월28일,627.23,623.44
2020년11월29일,627.47,623.64
2020년11월30일,627.38,624.05
2020년12월01일,627.67,624.50
2020년12월02일,628.45,624.62
2020년12월03일,629.35,624.87
2020년12월04일,629.87,625.12
2020년12월05일,630.96,625.02
2020년12월06일,630.98,624.39
2020년12월07일,631.72,623.76
2020년12월08일,631.81,623.63
2020년12월09일,633.09,624.10
2020년12월10일,634.56,625.30
2020년12월11일,634.94,624.06
2020년12월12일,635.48,624.52
2020년12월13일,636.25,624.87
2020년12월14일,636.41,625.35
2020년12월15일,637.66,626.70
2020년12월16일,639.90,628.53
2020년12월17일,641.49,630.47
2020년12월18일,643.22,632.35
2020년12월19일,646.11,634.02
2020년12월20일,648.19,635.86
2020년12월21일,649.52,636.87
2020년12월22일,652.88,638.92
2020년12월23일,656.08,641.40
2020년12월24일,658.24,643.48
2020년12월25일,660.94,647.00
2020년12월26일,662.66,648.42
2020년12월27일,664.76,649.26
2020년12월28일,665.25,649.63
2020년12월29일,667.65,652.75
2020년12월30일,670.38,655.18
2020년12월31일,672.94,658.07
2021년01월01일,674.92,661.23
2021년01월02일,674.82,661.25
2021년01월03일,674.72,661.02
2021년01월04일,674.63,660.57
2021년01월05일,674.39,660.03
2021년01월06일,674.87,660.31
2021년01월07일,679.17,663.73
2021년01월08일,680.10,664.90
2021년01월09일,682.05,666.54
2021년01월10일,682.93,667.69
2021년01월11일,681.47,665.61
2021년01월12일,684.35,668.87
2021년01월13일,686.08,670.84
2021년01월14일,687.96,671.91
2021년01월15일,689.60,674.10
2021년01월16일,691.25,675.01
2021년01월17일,691.98,676.25
2021년01월18일,692.74,676.41
2021년01월19일,693.35,677.61
2021년01월20일,693.72,678.60
2021년01월21일,694.44,679.61
2021년01월22일,695.33,680.40
2021년01월23일,696.32,680.30
2021년01월24일,697.14,680.68
2021년01월25일,697.23,680.25
2021년01월26일,697.79,681.59
2021년01월27일,698.37,682.22
2021년01월28일,698.89,683.26
2021년01월29일,699.17,684.02
2021년01월30일,699.47,684.38
2021년01월31일,700.36,684.26
2021년02월01일,700.34,684.37
2021년02월02일,700.90,685.67
2021년02월03일,701.44,686.36
2021년02월04일,702.04,686.97
2021년02월05일,701.99,687.76
2021년02월06일,703.11,687.95
2021년02월07일,703.32,688.88
2021년02월08일,703.47,689.21
2021년02월09일,703.96,690.55
2021년02월10일,704.56,690.83
2021년02월11일,705.40,691.32
2021년02월12일,706.08,691.98
2021년02월13일,706.14,691.60
2021년02월14일,706.52,691.32
2021년02월15일,706.47,691.04
2021년02월16일,706.91,692.15
2021년02월17일,708.10,693.98
2021년02월18일,709.42,695.51
2021년02월19일,710.75,696.62
2021년02월20일,712.01,697.05
2021년02월21일,712.74,697.15
2021년02월22일,713.10,697.33
2021년02월23일,714.16,698.16
2021년02월24일,715.57,698.51
2021년02월25일,717.25,700.12
2021년02월26일,717.92,701.44
2021년02월27일,719.04,702.04
2021년02월28일,720.40,702.31
2021년03월01일,720.87,701.76
2021년03월02일,722.03,702.15
2021년03월03일,723.85,704.00
2021년03월04일,725.16,705.48
2021년03월05일,726.50,706.00
2021년03월06일,728.11,707.01
2021년03월07일,730.03,707.44
2021년03월08일,731.40,707.63
2021년03월09일,733.18,707.57
2021년03월10일,735.79,708.47
2021년03월11일,737.73,710.40
2021년03월12일,739.36,711.54
2021년03월13일,739.37,711.53
2021년03월14일,742.96,711.51
2021년03월15일,744.23,712.71
2021년03월16일,746.39,714.51
2021년03월17일,748.81,716.30
2021년03월18일,750.90,717.85
2021년03월19일,752.63,719.72
2021년03월20일,754.36,720.64
2021년03월21일,755.51,720.93
2021년03월22일,756.20,721.18
2021년03월23일,758.00,723.21
2021년03월24일,759.42,723.89
2021년03월25일,760.85,724.83
2021년03월26일,762.07,726.03
2021년03월27일,762.84,726.45
2021년03월28일,763.69,727.31
2021년03월29일,764.11,728.42
2021년03월30일,764.45,729.24
2021년03월31일,765.06,729.78
2021년04월01일,766.12,730.47
2021년04월02일,766.80,730.47
2021년04월03일,767.51,730.43
2021년04월04일,767.81,730.37
2021년04월05일,768.32,730.88
2021년04월06일,768.28,731.02
2021년04월07일,769.07,731.07
2021년04월08일,769.85,731.79
2021년04월09일,770.13,731.59
2021년04월10일,770.41,732.44
2021년04월11일,770.72,733.27
2021년04월12일,770.73,732.88
2021년04월13일,770.90,733.39
2021년04월14일,771.15,733.89
2021년04월15일,771.09,733.62
2021년04월16일,771.13,733.72
2021년04월17일,771.18,733.51
2021년04월18일,770.71,732.77
2021년04월19일,770.83,732.37
2021년04월20일,770.64,733.26
2021년04월21일,770.64,733.25
2021년04월22일,770.71,733.51
2021년04월23일,770.91,733.49
2021년04월24일,771.33,733.34
2021년04월25일,771.17,732.83
2021년04월26일,770.96,732.22
2021년04월27일,771.04,731.76
2021년04월28일,770.91,731.22
2021년04월29일,770.90,731.07
2021년04월30일,771.16,730.92
2021년05월01일,771.48,731.22
2021년05월02일,772.28,731.24
2021년05월03일,772.04,730.19
2021년05월04일,771.93,731.74
2021년05월05일,772.08,731.74
2021년05월06일,772.20,731.62
2021년05월07일,772.26,731.83
2021년05월08일,773.09,732.46
2021년05월09일,773.16,732.56
2021년05월10일,773.32,732.04
2021년05월11일,773.16,732.11
2021년05월12일,773.30,732.52
2021년05월13일,774.39,733.17
2021년05월14일,774.93,732.81
2021년05월15일,775.65,733.66
2021년05월16일,775.99,734.23
2021년05월17일,776.00,734.01
2021년05월18일,776.36,733.81
2021년05월19일,776.84,734.94
2021년05월20일,777.35,734.49
2021년05월21일,777.67,736.73
2021년05월22일,778.45,736.98
2021년05월23일,779.07,736.62
2021년05월24일,779.04,736.44
2021년05월25일,779.58,737.15
2021년05월26일,780.36,737.12
2021년05월27일,781.31,737.59
2021년05월28일,781.64,738.10
2021년05월29일,782.44,739.04
2021년05월30일,782.69,739.81
2021년05월31일,782.81,739.33
2021년06월01일,783.53,742.05
2021년06월02일,784.87,741.98
2021년06월03일,785.53,743.37
2021년06월04일,786.19,743.82
2021년06월05일,787.18,744.20
2021년06월06일,788.10,745.19
2021년06월07일,788.76,744.80
2021년06월08일,789.92,745.14
2021년06월09일,791.05,745.58
2021년06월10일,792.57,746.80
2021년06월11일,793.75,747.06
2021년06월12일,795.00,746.96
2021년06월13일,796.43,747.44
2021년06월14일,797.36,747.46
2021년06월15일,798.44,748.74
2021년06월16일,799.21,748.33
2021년06월17일,800.56,750.26
2021년06월18일,801.62,749.71
2021년06월19일,802.75,749.90
2021년06월20일,803.97,750.32
2021년06월21일,804.58,749.16
2021년06월22일,805.53,751.46
2021년06월23일,807.14,751.85
2021년06월24일,808.57,753.40
2021년06월25일,809.92,754.52
2021년06월26일,811.41,755.18
2021년06월27일,812.30,755.55
2021년06월28일,812.86,756.48
2021년06월29일,814.29,760.41
2021년06월30일,816.32,761.09
2021년07월01일,817.63,761.74
2021년07월02일,820.93,762.58
2021년07월03일,822.82,763.64
2021년07월04일,822.82,763.64
2021년07월05일,824.07,763.51
2021년07월06일,825.59,764.93
2021년07월07일,827.96,766.42
2021년07월08일,830.12,766.52
2021년07월09일,831.41,768.04
2021년07월10일,832.92,770.22
2021년07월11일,834.50,771.73
2021년07월12일,835.54,772.23
2021년07월13일,836.56,773.04
2021년07월14일,838.17,774.77
2021년07월15일,839.55,776.02
2021년07월16일,840.89,776.25
2021년07월17일,842.37,777.03
2021년07월18일,844.02,778.22
2021년07월19일,844.63,779.63
2021년07월20일,845.73,780.65
2021년07월21일,847.07,781.49
2021년07월22일,847.69,782.88
2021년07월23일,848.74,782.71
2021년07월24일,849.44,783.77
2021년07월25일,849.86,784.16
2021년07월26일,849.99,784.95
2021년07월27일,850.41,785.48
2021년07월28일,850.75,786.55
2021년07월29일,851.20,786.11
2021년07월30일,851.29,787.01
2021년07월31일,852.07,788.49
2021년08월01일,852.39,789.74
2021년08월02일,852.84,789.71
2021년08월03일,853.26,791.55
2021년08월04일,854.09,792.55
2021년08월05일,854.71,792.72
2021년08월06일,855.46,793.59
2021년08월07일,856.19,794.78
2021년08월08일,856.66,795.36
2021년08월09일,856.92,795.01
2021년08월10일,856.92,795.01
2021년08월11일,857.41,796.24
2021년08월12일,857.82,796.83
2021년08월13일,858.06,797.10
2021년08월14일,857.85,797.67
2021년08월15일,858.36,798.27
2021년08월16일,858.40,798.41
2021년08월17일,858.55,798.43
2021년08월18일,858.31,797.93
2021년08월19일,858.42,798.55
2021년08월20일,858.78,799.23
2021년08월21일,858.87,799.34
2021년08월22일,858.88,799.05
2021년08월23일,858.62,798.52
2021년08월24일,858.13,798.30
2021년08월25일,857.49,798.71
2021년08월26일,857.52,799.12
2021년08월27일,857.56,799.37
2021년08월28일,857.80,799.92
2021년08월29일,858.00,800.74
2021년08월30일,857.51,800.88
2021년08월31일,857.53,801.39
2021년09월01일,857.56,801.80
2021년09월02일,857.92,801.80
2021년09월03일,858.14,801.81
2021년09월04일,858.22,801.70
2021년09월05일,858.36,800.93
2021년09월06일,858.36,800.05
2021년09월07일,858.32,800.23
2021년09월08일,858.29,800.24
2021년09월09일,858.11,800.07
2021년09월10일,858.24,799.18
2021년09월11일,857.80,798.80
2021년09월12일,857.93,798.58
2021년09월13일,857.94,797.97
2021년09월14일,857.70,797.18
2021년09월15일,858.11,798.00
2021년09월16일,858.07,798.13
2021년09월17일,858.00,797.87
2021년09월18일,857.95,798.49
2021년09월19일,858.08,798.40
2021년09월20일,858.10,797.94
2021년09월21일,858.20,797.92
2021년09월22일,858.19,797.75
2021년09월23일,858.02,797.74
2021년09월24일,857.68,798.14
2021년09월25일,857.88,798.80
2021년09월26일,857.98,798.57
2021년09월27일,857.84,798.15
2021년09월28일,857.74,798.71
2021년09월29일,858.24,799.69
2021년09월30일,858.78,800.74
2021년10월01일,859.54,802.46
2021년10월02일,861.08,804.32
2021년10월03일,861.98,805.24
2021년10월04일,862.71,805.40
2021년10월05일,863.24,805.35
2021년10월06일,864.31,806.65
2021년10월07일,866.40,807.73
2021년10월08일,869.12,809.60
2021년10월09일,872.73,811.44
2021년10월10일,875.94,813.07
2021년10월11일,877.56,813.80
2021년10월12일,880.25,815.49
2021년10월13일,884.05,818.91
2021년10월14일,890.39,824.16
2021년10월15일,896.49,828.80
2021년10월16일,903.01,834.18
2021년10월17일,909.00,840.24
2021년10월18일,912.80,843.03
2021년10월19일,918.35,849.17
2021년10월20일,924.13,856.30
2021년10월21일,930.13,862.24
2021년10월22일,935.38,866.73
2021년10월23일,939.93,871.44
2021년10월24일,943.30,874.86
2021년10월25일,945.53,876.85
2021년10월26일,948.25,880.50
2021년10월27일,951.69,884.15
2021년10월28일,954.83,887.47
2021년10월29일,958.16,890.49
2021년10월30일,961.64,893.66
2021년10월31일,965.03,896.48
2021년11월01일,967.00,897.84
2021년11월02일,970.64,901.01
2021년11월03일,974.11,904.35
2021년11월04일,976.97,908.28
2021년11월05일,979.52,910.70
2021년11월06일,982.34,913.71
2021년11월07일,984.80,916.23
2021년11월08일,986.03,917.85
2021년11월09일,987.38,921.99
2021년11월10일,989.49,925.33
2021년11월11일,990.93,928.64
2021년11월12일,992.02,930.43
2021년11월13일,997.65,933.71
2021년11월14일,999.80,935.74
2021년11월15일,1000.48,936.59
2021년11월16일,1001.04,938.75
2021년11월17일,1001.42,940.23
2021년11월18일,1001.65,942.28
2021년11월19일,1002.13,943.33
2021년11월20일,1003.54,944.93
2021년11월21일,1004.10,946.14
2021년11월22일,1004.54,946.84
2021년11월23일,1004.34,947.91
2021년11월24일,1004.62,949.15
2021년11월25일,1005.10,950.27
2021년11월26일,1005.47,950.91
2021년11월27일,1005.74,952.44
2021년11월28일,1006.27,953.14
2021년11월29일,1006.30,953.46
2021년11월30일,1006.23,954.63
2021년12월01일,1005.68,954.00
2021년12월02일,1005.82,955.43
2021년12월03일,1005.52,955.82
2021년12월04일,1005.48,955.34
2021년12월05일,1005.65,955.74
2021년12월06일,1005.51,955.51
2021년12월07일,1004.75,955.07
2021년12월08일,1003.43,954.42
2021년12월09일,1002.32,953.28
2021년12월10일,1000.97,952.78
2021년12월11일,999.61,951.54
2021년12월12일,998.82,950.85
2021년12월13일,998.41,949.43
2021년12월14일,997.11,949.52
2021년12월15일,995.52,948.66
2021년12월16일,993.87,947.41
2021년12월17일,991.98,946.09
2021년12월18일,990.04,944.50
2021년12월19일,989.58,944.42
2021년12월20일,989.14,943.20
2021년12월21일,988.02,942.87
2021년12월22일,986.73,942.06
2021년12월23일,985.29,941.42
2021년12월24일,984.64,940.49
2021년12월25일,983.30,939.55
2021년12월26일,983.29,939.18
2021년12월27일,982.70,938.94
2021년12월28일,982.09,937.84
2021년12월29일,981.24,936.97
2021년12월30일,980.70,936.91
2021년12월31일,980.30,936.49
2022년01월01일,979.79,936.09
2022년01월02일,979.69,935.87
2022년01월03일,979.33,935.30
2022년01월04일,978.99,934.48
2022년01월05일,977.95,933.50
2022년01월06일,977.06,933.25
2022년01월07일,976.39,932.45
2022년01월08일,975.62,930.72
2022년01월09일,975.58,929.50
2022년01월10일,974.83,926.27
2022년01월11일,973.63,920.43
2022년01월12일,973.98,921.91
2022년01월13일,974.45,923.15
2022년01월14일,974.88,924.10
2022년01월15일,975.32,925.25
2022년01월16일,976.02,925.70
2022년01월17일,976.28,925.73
2022년01월18일,976.46,926.78
2022년01월19일,977.22,927.83
2022년01월20일,977.88,929.73
2022년01월21일,979.34,930.37
2022년01월22일,981.34,932.27
2022년01월23일,983.08,933.39
2022년01월24일,983.70,934.66
2022년01월25일,985.21,937.02
2022년01월26일,986.81,938.52
2022년01월27일,988.45,941.32
2022년01월28일,990.14,944.16
2022년01월29일,991.83,947.13
2022년01월30일,993.36,949.81
2022년01월31일,994.27,950.49
2022년02월01일,995.34,952.02
2022년02월02일,995.59,952.27
2022년02월03일,996.59,952.68
2022년02월04일,997.68,955.27
2022년02월05일,1000.37,959.08
2022년02월06일,1003.37,962.37
2022년02월07일,1004.82,963.64
2022년02월08일,1007.95,968.64
2022년02월09일,1013.19,973.49
2022년02월10일,1017.05,977.97
2022년02월11일,1020.42,981.69
2022년02월12일,1024.03,985.25
2022년02월13일,1027.50,987.88
2022년02월14일,1029.44,989.79
2022년02월15일,1032.95,992.56
2022년02월16일,1037.37,997.65
2022년02월17일,1040.68,1001.67
2022년02월18일,1044.06,1006.15
2022년02월19일,1047.54,1010.12
2022년02월20일,1050.35,1012.67
2022년02월21일,1051.63,1015.02
2022년02월22일,1054.22,1018.19
2022년02월23일,1056.72,1021.03
2022년02월24일,1060.99,1024.18
2022년02월25일,1064.50,1027.16
2022년02월26일,1068.80,1030.14
2022년02월27일,1072.14,1032.26
2022년02월28일,1073.50,1032.68
2022년03월01일,1076.14,1035.24
2022년03월02일,1079.59,1036.94
2022년03월03일,1084.18,1039.97
2022년03월04일,1089.84,1042.22
2022년03월05일,1098.53,1046.52
2022년03월06일,1109.61,1049.03
2022년03월07일,1116.56,1051.92
2022년03월08일,1131.34,1061.05
2022년03월09일,1156.34,1072.16
2022년03월10일,1179.59,1077.99
2022년03월11일,1201.11,1088.58
2022년03월12일,1227.22,1100.60
2022년03월13일,1252.10,1107.75
2022년03월14일,1263.83,1112.11
2022년03월15일,1285.55,1127.16
2022년03월16일,1305.92,1140.28
2022년03월17일,1319.03,1148.84
2022년03월18일,1334.07,1157.58
2022년03월19일,1343.04,1171.72
2022년03월20일,1349.82,1178.17
2022년03월21일,1354.16,1183.45
2022년03월22일,1359.49,1190.68
2022년03월23일,1362.68,1194.66
2022년03월24일,1365.62,1198.70
2022년03월25일,1369.20,1204.58
2022년03월26일,1372.26,1207.37
2022년03월27일,1374.70,1211.64
2022년03월28일,1377.10,1213.80
2022년03월29일,1379.21,1218.25
2022년03월30일,1381.25,1219.21
2022년03월31일,1382.75,1221.34
2022년04월01일,1383.66,1223.83
2022년04월02일,1385.63,1225.65
2022년04월03일,1386.60,1226.37
2022년04월04일,1387.30,1225.97
2022년04월05일,1387.48,1229.21
2022년04월06일,1387.14,1229.34
2022년04월07일,1387.89,1229.23
2022년04월08일,1387.75,1229.89
2022년04월09일,1387.82,1231.35
2022년04월10일,1387.78,1232.67
2022년04월11일,1387.97,1233.33
2022년04월12일,1387.51,1232.06
2022년04월13일,1386.77,1232.01
2022년04월14일,1386.17,1231.71
2022년04월15일,1385.86,1231.46
2022년04월16일,1385.29,1233.53
2022년04월17일,1384.99,1235.32
2022년04월18일,1385.02,1234.59
2022년04월19일,1384.62,1237.37
2022년04월20일,1384.83,1237.77
2022년04월21일,1385.47,1237.66
2022년04월22일,1385.58,1239.00
2022년04월23일,1385.84,1238.56
2022년04월24일,1387.77,1238.19
2022년04월25일,1388.22,1239.24
2022년04월26일,1389.04,1240.40
2022년04월27일,1390.56,1239.95
2022년04월28일,1391.97,1239.62
2022년04월29일,1393.21,1240.01
2022년04월30일,1395.31,1240.89
2022년05월01일,1396.93,1243.01
2022년05월02일,1399.47,1243.57
2022년05월03일,1402.41,1245.11
2022년05월04일,1405.90,1245.13
2022년05월05일,1411.38,1247.16
2022년05월06일,1415.52,1244.29
2022년05월07일,1420.93,1251.21
2022년05월08일,1425.67,1251.96
2022년05월09일,1428.19,1251.83
2022년05월10일,1434.55,1257.31
2022년05월11일,1443.16,1262.88
2022년05월12일,1448.91,1263.86
2022년05월13일,1456.25,1269.91
2022년05월14일,1462.63,1273.46
2022년05월15일,1467.64,1276.62
2022년05월16일,1471.00,1274.59
2022년05월17일,1475.73,1283.43
2022년05월18일,1481.40,1289.41
2022년05월19일,1486.86,1292.90
2022년05월20일,1492.07,1296.38
2022년05월21일,1496.92,1302.68
2022년05월22일,1500.00,1306.42
2022년05월23일,1502.31,1308.97
2022년05월24일,1505.54,1313.65
2022년05월25일,1508.56,1315.09
2022년05월26일,1508.56,1315.11
2022년05월27일,1512.01,1316.01
2022년05월28일,1513.77,1318.95
2022년05월29일,1515.24,1321.10
2022년05월30일,1516.57,1319.64
2022년05월31일,1517.32,1318.52
2022년06월01일,1518.78,1322.20
2022년06월02일,1520.97,1324.88
2022년06월03일,1522.14,1327.38
2022년06월04일,1525.09,1331.07
2022년06월05일,1527.73,1333.27
2022년06월06일,1529.34,1337.92
2022년06월07일,1532.20,1340.77
2022년06월08일,1536.41,1345.89
2022년06월09일,1544.04,1350.20
2022년06월10일,1550.96,1352.61
2022년06월11일,1558.74,1364.45
2022년06월12일,1565.80,1368.00
2022년06월13일,1569.37,1370.07
2022년06월14일,1575.30,1378.19
2022년06월15일,1582.96,1384.88
2022년06월16일,1590.31,1389.59
2022년06월17일,1597.03,1395.75
2022년06월18일,1604.84,1403.06
2022년06월19일,1611.39,1406.34
2022년06월20일,1615.12,1409.71
2022년06월21일,1620.64,1416.18
2022년06월22일,1626.44,1422.64
2022년06월23일,1632.06,1424.56
2022년06월24일,1636.48,1432.07
2022년06월25일,1641.14,1442.19
2022년06월26일,1645.05,1447.71
2022년06월27일,1647.17,1447.66
2022년06월28일,1650.48,1453.90
2022년06월29일,1655.42,1457.29
2022년06월30일,1658.99,1458.36
2022년07월01일,1663.43,1464.89
2022년07월02일,1669.79,1471.62
2022년07월03일,1671.87,1475.58
2022년07월04일,1673.11,1478.04
2022년07월05일,1674.25,1478.70
2022년07월06일,1675.16,1478.67
2022년07월07일,1676.26,1481.85
2022년07월08일,1676.48,1483.35
2022년07월09일,1676.48,1485.95
2022년07월10일,1676.11,1493.03
2022년07월11일,1676.03,1494.76
2022년07월12일,1674.50,1495.08
2022년07월13일,1671.94,1493.36
2022년07월14일,1669.08,1491.47
2022년07월15일,1665.27,1494.02
2022년07월16일,1661.45,1494.88
2022년07월17일,1658.95,1494.15
2022년07월18일,1656.91,1495.98
2022년07월19일,1653.55,1489.72
2022년07월20일,1649.17,1490.95
2022년07월21일,1644.72,1488.74
2022년07월22일,1640.06,1489.09
2022년07월23일,1634.01,1488.83
2022년07월24일,1630.37,1490.04
2022년07월25일,1628.22,1487.16
2022년07월26일,1622.31,1489.09
2022년07월27일,1617.00,1486.46
2022년07월28일,1612.12,1484.55
2022년07월29일,1607.17,1483.42
2022년07월30일,1602.28,1483.98
2022년07월31일,1598.93,1485.95
2022년08월01일,1597.13,1484.31
2022년08월02일,1591.23,1484.13
2022년08월03일,1585.15,1481.99
2022년08월04일,1580.43,1479.57
2022년08월05일,1575.51,1477.92
2022년08월06일,1570.77,1479.01
2022년08월07일,1567.30,1478.52
2022년08월08일,1564.77,1474.15
2022년08월09일,1559.40,1476.38
2022년08월10일,1554.01,1474.70
2022년08월11일,1548.52,1472.30
2022년08월12일,1542.38,1470.89
2022년08월13일,1535.39,1469.02
2022년08월14일,1530.50,1467.96
2022년08월15일,1528.05,1465.89
2022년08월16일,1523.86,1464.32
2022년08월17일,1517.42,1462.37
2022년08월18일,1511.48,1459.32
2022년08월19일,1505.17,1456.70
2022년08월20일,1499.51,1453.41
2022년08월21일,1495.56,1452.18
2022년08월22일,1492.69,1449.36
2022년08월23일,1487.53,1449.03
2022년08월24일,1483.62,1448.74
2022년08월25일,1480.19,1447.51
2022년08월26일,1478.15,1444.46
2022년08월27일,1475.74,1440.17
2022년08월28일,1474.29,1438.81
2022년08월29일,1473.43,1437.34
2022년08월30일,1473.29,1435.85
2022년08월31일,1474.32,1436.69
2022년09월01일,1475.24,1436.09
2022년09월02일,1475.39,1436.36
2022년09월03일,1475.17,1438.30
2022년09월04일,1475.40,1438.45
2022년09월05일,1475.03,1437.90
2022년09월06일,1474.66,1439.02
2022년09월07일,1474.72,1440.04
2022년09월08일,1475.07,1439.62
2022년09월09일,1475.03,1440.27
2022년09월10일,1475.38,1439.43
2022년09월11일,1475.45,1438.63
2022년09월12일,1474.98,1437.57
2022년09월13일,1474.62,1435.41
2022년09월14일,1474.25,1436.88
2022년09월15일,1474.50,1437.58
2022년09월16일,1474.61,1438.89
2022년09월17일,1475.39,1438.84
2022년09월18일,1475.24,1439.27
2022년09월19일,1474.95,1438.35
2022년09월20일,1474.12,1438.82
2022년09월21일,1472.20,1437.96
2022년09월22일,1470.84,1437.97
2022년09월23일,1469.22,1435.62
2022년09월24일,1467.18,1436.14
2022년09월25일,1466.44,1435.28
2022년09월26일,1465.47,1433.87
2022년09월27일,1463.28,1431.40
2022년09월28일,1460.32,1430.48
2022년09월29일,1460.24,1429.68
2022년09월30일,1455.35,1426.66
2022년10월01일,1452.88,1426.77
2022년10월02일,1449.16,1425.08
2022년10월03일,1447.92,1423.85
2022년10월04일,1446.61,1420.98
2022년10월05일,1444.65,1420.40
2022년10월06일,1442.23,1419.40
2022년10월07일,1440.55,1415.99
2022년10월08일,1439.45,1415.13
2022년10월09일,1440.12,1415.69
2022년10월10일,1439.96,1415.36
2022년10월11일,1440.83,1414.87
2022년10월12일,1442.24,1414.05
2022년10월13일,1442.93,1415.52
2022년10월14일,1444.13,1416.41
2022년10월15일,1445.71,1417.26
2022년10월16일,1446.78,1416.50
2022년10월17일,1446.32,1416.12
2022년10월18일,1447.48,1416.95
2022년10월19일,1449.25,1417.71
2022년10월20일,1450.75,1417.82
2022년10월21일,1452.48,1418.68
2022년10월22일,1454.29,1418.55
2022년10월23일,1456.34,1418.51
2022년10월24일,1457.46,1418.60
2022년10월25일,1458.91,1418.65
2022년10월26일,1460.66,1419.07
2022년10월27일,1462.30,1418.89
2022년10월28일,1463.95,1419.96
2022년10월29일,1465.18,1420.13
2022년10월30일,1465.99,1419.86
2022년10월31일,1466.25,1419.47
2022년11월01일,1467.31,1419.61
2022년11월02일,1469.21,1420.45
2022년11월03일,1470.65,1420.91
2022년11월04일,1471.90,1420.20
2022년11월05일,1473.42,1421.43
2022년11월06일,1474.31,1420.79
2022년11월07일,1474.84,1421.16
2022년11월08일,1475.37,1421.20
2022년11월09일,1476.43,1422.09
2022년11월10일,1477.50,1422.76
2022년11월11일,1477.85,1421.54
2022년11월12일,1478.75,1422.47
2022년11월13일,1479.36,1422.87
2022년11월14일,1479.68,1423.24
2022년11월15일,1480.28,1422.82
2022년11월16일,1480.25,1422.56
2022년11월17일,1479.82,1423.02
2022년11월18일,1479.72,1422.10
2022년11월19일,1477.99,1422.00
2022년11월20일,1477.88,1421.12
2022년11월21일,1477.59,1420.15
2022년11월22일,1476.80,1420.83
2022년11월23일,1475.36,1418.98
2022년11월24일,1474.23,1419.16
2022년11월25일,1472.62,1418.09
2022년11월26일,1471.71,1416.27
2022년11월27일,1470.86,1415.73
2022년11월28일,1469.84,1414.61
2022년11월29일,1468.37,1412.99
2022년11월30일,1466.48,1413.18
2022년12월01일,1464.52,1412.11
2022년12월02일,1463.67,1411.82
2022년12월03일,1462.28,1410.68
2022년12월04일,1461.14,1410.19
2022년12월05일,1461.18,1409.59
2022년12월06일,1459.28,1408.17
